Company,TypeName,OpSys,Resolution_Width,Resolution_Height,Pixels,IPS,Touchscreen,Inches,Weight,Ram,Memory_SSD,Memory_HDD,Memory_Hybrid,Memory_Flash,Gpu_Nvidia,Gpu_AMD,Gpu_Intel,Gpu_ARM,Cpu_Intel,Cpu_AMD,Cpu_Samsung,Cpu_GHz,Price
Mediacom,Notebook,Windows 10,1920,1080,2073600,1,0,14.0,1.45,4,32,0,0,0,0,0,1,0,1,0,0,1.1,20725.92
Dell,Notebook,Windows 10,1366,768,1049088,0,0,15.6,1.9,8,0,500,0,0,0,0,1,0,1,0,0,2.6,53733.9456
HP,Notebook,Windows 10,1920,1080,2073600,0,0,13.3,1.49,4,128,0,0,0,0,0,1,0,1,0,0,2.4,38308.32
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,1.93,16,256,0,0,0,1,0,0,0,1,0,0,2.8,81912.1392
Dell,Netbook,Chrome OS,1366,768,1049088,0,0,11.6,1.26,4,0,0,0,16,0,0,1,0,1,0,0,1.6,15717.6
MSI,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,4.5,16,128,1024,0,0,1,0,0,0,1,0,0,2.7,125154.72
HP,Gaming,Windows 10,1920,1080,2073600,1,0,17.3,3.78,16,256,1024,0,0,1,0,0,0,1,0,0,2.8,79813.44
Lenovo,Ultrabook,Windows 10,1920,1080,2073600,1,0,14.0,1.4,12,256,0,0,0,0,0,1,0,1,0,0,2.6,89137.44
Lenovo,Notebook,Windows 10,1366,768,1049088,0,1,15.6,2.2,12,0,1024,0,0,0,0,1,0,1,0,0,1.8,32447.52
Asus,Gaming,Windows 10,1920,1080,2073600,1,0,17.3,2.73,8,128,1024,0,0,1,0,0,0,1,0,0,2.5,94305.6
Asus,2 in 1 Convertible,Windows 10,1366,768,1049088,0,1,15.6,2.2,8,0,1024,0,0,0,0,1,0,1,0,0,2.5,39373.92
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.2,12,512,0,0,0,0,1,0,0,0,1,0,3.6,50562.72
Dell,2 in 1 Convertible,Windows 10,1366,768,1049088,0,1,11.6,1.39,4,128,0,0,0,0,0,1,0,1,0,0,1.0,32127.84
Samsung,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.5,16,128,1024,0,0,1,0,0,0,1,0,0,2.8,90522.72
Lenovo,Notebook,No OS,1920,1080,2073600,0,0,17.3,2.8,4,0,500,0,0,0,0,1,0,1,0,0,2.0,28185.12
Lenovo,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.29,8,0,1024,0,0,0,0,1,0,1,0,0,2.3,24455.52
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,2073600,1,1,13.3,1.37,8,512,0,0,0,0,0,1,0,1,0,0,2.7,107892.0
Lenovo,Notebook,Windows 10,1920,1080,2073600,1,0,14.0,1.7,8,256,0,0,0,0,0,1,0,1,0,0,2.5,78534.72
Dell,2 in 1 Convertible,Windows 10,1920,1080,2073600,0,1,12.5,1.34,8,256,0,0,0,0,0,1,0,1,0,0,2.5,88977.6
Dell,Workstation,Windows 10,1920,1080,2073600,0,1,15.6,2.06,8,256,0,0,0,1,0,0,0,1,0,0,2.8,93932.64
HP,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,1.84,8,256,0,0,0,0,0,1,0,1,0,0,2.7,64948.32
HP,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.1,4,0,500,0,0,0,0,1,0,1,0,0,2.4,35616.6144
Acer,Notebook,Windows 10,1920,1080,2073600,0,0,14.0,1.6,4,0,0,0,32,0,0,1,0,1,0,0,1.1,17529.12
MSI,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,4.14,16,128,1024,0,0,1,0,0,0,1,0,0,2.7,117162.72
Dell,Notebook,Linux,1366,768,1049088,0,0,15.6,2.18,4,0,1024,0,0,0,1,0,0,1,0,0,2.0,24775.2
MSI,Gaming,Windows 10,3840,2160,8294400,0,0,15.6,1.8,16,256,2048,0,0,1,0,0,0,1,0,0,2.8,122490.72
Toshiba,Notebook,Windows 10,1920,1080,2073600,1,0,15.6,2.2,8,256,0,0,0,0,0,1,0,1,0,0,2.5,74538.72
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.4,6,0,1024,0,0,0,0,1,0,1,0,0,2.5,30049.92
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,2073600,1,1,15.6,2.0,8,256,0,0,0,0,0,1,0,1,0,0,2.8,69210.72
Acer,Notebook,Windows 10,1366,768,1049088,0,0,14.0,1.6,4,0,0,0,128,0,0,1,0,1,0,0,1.6,18594.72
Lenovo,Notebook,Windows 10,3840,2160,8294400,1,0,15.6,2.5,32,1024,0,0,0,1,0,0,0,1,0,0,3.1,261018.72
Dell,Gaming,Windows 10,1920,1080,2073600,0,0,15.6,2.59,16,0,1024,0,0,1,0,0,0,1,0,0,2.6,46833.6528
Dell,Notebook,Linux,1366,768,1049088,0,0,15.6,2.18,4,0,1024,0,0,0,0,1,0,1,0,0,2.0,23650.992
Dell,Notebook,Linux,1366,768,1049088,0,0,15.6,2.25,4,0,1024,0,0,0,0,1,0,1,0,0,2.0,19127.52
Dell,Notebook,Linux,1366,768,1049088,0,0,15.6,1.93,4,0,500,0,0,0,0,1,0,1,0,0,2.6,46300.32
Asus,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,3.0,8,128,1024,0,0,1,0,0,0,1,0,0,2.8,62231.04
Dell,Notebook,Linux,1920,1080,2073600,0,0,15.6,2.18,4,128,0,0,0,0,1,0,0,1,0,0,2.5,30316.32
HP,Ultrabook,Windows 10,1920,1080,2073600,0,0,15.6,1.84,8,512,0,0,0,0,0,1,0,1,0,0,2.7,74005.92
MSI,Gaming,Windows 10,1920,1080,2073600,0,0,15.6,2.94,16,256,1024,0,0,1,0,0,0,1,0,0,2.8,120831.5808
Acer,2 in 1 Convertible,Chrome OS,1366,768,1049088,1,1,11.6,1.25,4,0,0,0,32,0,0,1,0,1,0,0,1.6,20193.12
HP,Notebook,Windows 10,1366,768,1049088,0,0,14.0,2.31,8,256,0,0,0,0,0,1,0,1,0,0,2.6,59886.72
Lenovo,Notebook,Windows 7,1920,1080,2073600,0,0,14.0,1.65,8,256,0,0,0,0,0,1,0,1,0,0,2.3,78055.2
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.2,4,0,1024,0,0,0,1,0,0,1,0,0,1.6,41345.28
Fujitsu,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.2,8,256,0,0,0,0,0,1,0,1,0,0,2.5,42570.72
HP,Notebook,Windows 7,1366,768,1049088,0,0,15.6,1.88,4,0,500,0,0,0,0,1,0,1,0,0,2.3,49656.96
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.2,8,0,1024,0,0,1,0,0,0,1,0,0,2.7,47898.72
Mediacom,Notebook,Windows 10,1920,1080,2073600,0,0,14.0,1.4,2,0,0,0,32,0,0,1,0,1,0,0,1.44,12733.92
Lenovo,Notebook,No OS,1920,1080,2073600,0,0,15.6,2.2,4,128,0,0,0,0,0,1,0,1,0,0,2.5,24935.04
Asus,2 in 1 Convertible,Windows 10,1920,1080,2073600,0,1,13.3,1.5,6,0,1024,0,0,0,0,1,0,1,0,0,2.5,34046.4528
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.0,8,256,0,0,0,1,0,0,0,1,0,0,2.8,96969.6
Asus,Ultrabook,Windows 10,1920,1080,2073600,0,0,14.0,1.1,16,512,0,0,0,0,0,1,0,1,0,0,2.7,101232.0
Dell,Gaming,Windows 10,1920,1080,2073600,0,0,15.6,2.62,16,256,1024,0,0,1,0,0,0,1,0,0,2.8,78801.12
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,1.8,4,256,0,0,0,0,0,1,0,1,0,0,1.6,44169.12
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.2,4,0,1024,0,0,1,0,0,0,1,0,0,2.0,30849.12
Asus,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.0,8,0,1024,0,0,0,0,1,0,1,0,0,1.1,21258.72
Asus,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,1.99,8,0,1024,0,0,1,0,0,0,1,0,0,2.5,48304.7136
Dell,Ultrabook,Windows 10,3200,1800,5760000,0,1,13.3,1.23,8,256,0,0,0,0,0,1,0,1,0,0,1.6,99580.32
Lenovo,Notebook,Windows 10,1366,768,1049088,0,0,14.0,1.42,2,0,0,0,32,0,0,1,0,1,0,0,1.6,13266.72
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,2073600,1,1,13.3,1.37,8,256,0,0,0,0,0,1,0,1,0,0,2.7,93635.3376
Dell,Notebook,Windows 10,3840,2160,8294400,0,1,15.6,2.06,16,1024,0,0,0,1,0,0,0,1,0,0,2.8,127818.72
Lenovo,Gaming,Windows 10,1920,1080,2073600,1,0,15.6,2.5,8,128,1024,0,0,1,0,0,0,1,0,0,2.8,59087.52
HP,Notebook,Windows 10,1600,900,1440000,0,0,17.0,2.6,8,0,1024,0,0,0,1,0,0,0,1,0,3.0,27753.552
Lenovo,Ultrabook,Windows 10,1920,1080,2073600,1,0,14.0,1.14,16,512,0,0,0,0,0,1,0,1,0,0,2.7,130536.0
Asus,Gaming,No OS,1920,1080,2073600,1,0,15.6,2.5,8,0,1024,0,0,1,0,0,0,1,0,0,2.8,62284.32
Acer,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.4,4,0,500,0,0,0,0,1,0,1,0,0,2.0,23976.0
Lenovo,Notebook,Windows 10,1366,768,1049088,0,0,14.0,1.43,4,0,0,0,32,0,0,1,0,1,0,0,1.6,14598.72
Acer,Ultrabook,Windows 10,1920,1080,2073600,1,0,14.0,1.8,8,256,0,0,0,0,0,1,0,1,0,0,2.5,48964.32
Razer,Gaming,Windows 10,1920,1080,2073600,0,0,14.0,1.95,16,256,0,0,0,1,0,0,0,1,0,0,2.8,138474.72
Toshiba,Notebook,Windows 10,1920,1080,2073600,0,0,13.3,1.2,8,256,0,0,0,0,0,1,0,1,0,0,2.3,64628.64
Lenovo,Ultrabook,Windows 10,1920,1080,2073600,1,0,12.5,1.36,8,256,0,0,0,0,0,1,0,1,0,0,2.7,84395.52
Asus,Gaming,Windows 10,1920,1080,2073600,1,0,17.3,3.8,32,512,0,0,0,1,0,0,0,1,0,0,2.7,149130.72
Acer,Gaming,Linux,1920,1080,2073600,0,0,15.6,2.4,8,0,1024,0,0,1,0,0,0,1,0,0,2.5,37775.52
Dell,Ultrabook,Windows 10,1920,1080,2073600,0,0,13.3,1.2,8,256,0,0,0,0,0,1,0,1,0,0,1.6,77250.672
MSI,Gaming,Windows 10,1920,1080,2073600,0,0,15.6,2.2,8,128,1024,0,0,1,0,0,0,1,0,0,2.8,63499.104
HP,Notebook,No OS,1366,768,1049088,0,0,15.6,1.86,4,0,500,0,0,0,0,1,0,1,0,0,2.0,19441.872
Toshiba,Notebook,Windows 10,1920,1080,2073600,1,0,15.6,2.0,8,0,500,0,0,0,0,1,0,1,0,0,2.5,56689.92
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.2,8,256,0,0,0,0,1,0,0,1,0,0,1.8,48964.32
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.2,16,256,2048,0,0,0,1,0,0,1,0,0,1.8,60472.8
Lenovo,Gaming,Windows 10,1920,1080,2073600,1,0,15.6,3.31,8,128,1024,0,0,1,0,0,0,1,0,0,2.6,63722.88
Dell,Gaming,Windows 10,3840,2160,8294400,1,0,17.3,4.42,32,512,1024,0,0,1,0,0,0,1,0,0,2.8,167691.8736
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,14.0,1.56,8,256,0,0,0,0,0,1,0,1,0,0,2.4,65481.12
Lenovo,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.2,4,0,500,0,0,0,0,1,0,1,0,0,1.1,22324.32
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.2,4,0,500,0,0,0,0,1,0,1,0,0,2.3,28504.8
HP,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.04,6,0,1024,0,0,0,1,0,0,1,0,0,2.0,28717.92
MSI,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,2.7,8,128,1024,0,0,1,0,0,0,1,0,0,2.8,79215.1056
Toshiba,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.1,4,128,0,0,0,0,0,1,0,1,0,0,2.1,26533.44
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.06,8,0,1024,0,0,0,0,1,0,1,0,0,2.5,50882.4
HP,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.1,8,0,1024,0,0,0,1,0,0,1,0,0,2.7,39693.6
Toshiba,Notebook,Windows 10,1920,1080,2073600,1,0,15.6,2.0,8,256,0,0,0,0,0,1,0,1,0,0,2.5,67026.24
Acer,Notebook,Linux,1366,768,1049088,0,0,15.6,2.1,4,128,0,0,0,0,0,1,0,1,0,0,2.0,21951.36
Microsoft,Ultrabook,Windows 10 S,2256,1504,3393024,0,1,13.5,1.252,8,256,0,0,0,0,0,1,0,1,0,0,2.8,99519.048
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,1.9,8,128,1024,0,0,0,1,0,0,1,0,0,2.5,43580.376
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,2073600,1,1,13.3,1.3,8,256,0,0,0,0,0,1,0,1,0,0,2.5,55091.52
Lenovo,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.2,4,128,0,0,0,0,1,0,0,0,1,0,2.2,18594.72
HP,2 in 1 Convertible,Windows 10,1920,1080,2073600,1,1,14.0,1.63,4,128,0,0,0,1,0,0,0,1,0,0,2.4,37242.72
MSI,Gaming,Windows 10,1920,1080,2073600,0,0,15.6,2.4,16,256,1024,0,0,1,0,0,0,1,0,0,2.8,68944.32
Asus,Ultrabook,Windows 10,1920,1080,2073600,0,0,14.0,1.1,8,256,0,0,0,0,0,1,0,1,0,0,2.5,60472.8
HP,2 in 1 Convertible,Chrome OS,1366,768,1049088,0,1,11.6,1.4,8,0,0,0,64,0,0,1,0,1,0,0,1.1,26373.6
LG,Ultrabook,Windows 10,1920,1080,2073600,1,0,15.6,1.09,8,512,0,0,0,0,0,1,0,1,0,0,1.8,122490.72
Acer,Gaming,Windows 10,1920,1080,2073600,0,0,15.6,2.5,16,256,0,0,0,1,0,0,0,1,0,0,2.5,69210.72
MSI,Gaming,Windows 10,1920,1080,2073600,0,0,15.6,2.2,8,256,0,0,0,1,0,0,0,1,0,0,2.5,53168.112
Asus,Notebook,Windows 10,1366,768,1049088,0,0,15.6,1.86,4,128,0,0,0,0,0,1,0,1,0,0,1.1,22324.32
Dell,Gaming,Windows 10,1920,1080,2073600,0,0,15.6,3.21,16,128,1024,0,0,1,0,0,0,1,0,0,2.5,109277.28
HP,Notebook,Windows 10,1920,1080,2073600,1,0,17.3,2.5,4,256,0,0,0,0,1,0,0,1,0,0,2.0,37242.72
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,2073600,1,1,13.3,1.19,8,512,0,0,0,0,0,1,0,1,0,0,1.8,79866.72
Dell,Gaming,Windows 10,1920,1080,2073600,0,0,15.6,3.49,16,256,1024,0,0,1,0,0,0,1,0,0,2.9,149916.6
HP,Notebook,Windows 10,1366,768,1049088,0,0,15.6,1.86,4,0,500,0,0,0,1,0,0,1,0,0,2.5,32639.8608
Dell,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.2,4,0,1024,0,0,0,1,0,0,1,0,0,2.0,29073.2976
HP,Notebook,Windows 10,1920,1080,2073600,1,0,17.3,2.65,6,0,2048,0,0,0,1,0,0,0,1,0,2.4,30316.32
Lenovo,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.1,4,0,500,0,0,0,0,1,0,1,0,0,1.6,16943.04
Acer,Notebook,Chrome OS,1366,768,1049088,0,0,14.0,1.45,4,0,0,0,32,0,0,1,0,1,0,0,1.6,19980.0
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,14.0,1.7,4,256,0,0,0,0,0,1,0,1,0,0,2.5,37242.72
HP,Workstation,Windows 10,1920,1080,2073600,0,0,17.3,3.14,8,0,500,0,0,1,0,0,0,1,0,0,2.8,101657.7072
Lenovo,2 in 1 Convertible,Windows 10,2560,1440,3686400,0,1,14.0,1.42,8,256,0,0,0,0,0,1,0,1,0,0,2.7,137995.2
Toshiba,Notebook,Windows 10,1920,1080,2073600,1,0,13.3,1.5,8,256,0,0,0,0,0,1,0,1,0,0,2.5,51841.44
Acer,Netbook,Windows 10,1366,768,1049088,0,0,11.6,1.4,4,0,0,0,32,0,0,1,0,1,0,0,1.6,14332.32
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,2073600,0,1,14.0,1.38,16,512,0,0,0,0,0,1,0,1,0,0,2.7,93186.72
Asus,2 in 1 Convertible,Chrome OS,1920,1080,2073600,0,1,12.5,1.2,4,0,0,0,64,0,0,1,0,1,0,0,0.9,35644.32
Toshiba,Ultrabook,Windows 10,1920,1080,2073600,0,1,13.3,1.36,16,512,0,0,0,0,0,1,0,1,0,0,2.5,100006.56
HP,Notebook,Windows 10,1920,1080,2073600,1,0,15.6,2.1,4,0,500,0,0,0,1,0,0,1,0,0,2.7,36709.92
Dell,Gaming,Windows 10,1920,1080,2073600,0,0,15.6,2.56,8,0,1024,0,0,1,0,0,0,1,0,0,2.5,43636.32
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.2,4,256,0,0,0,0,1,0,0,0,1,0,2.9,21258.72
Lenovo,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.2,8,0,1024,0,0,0,1,0,0,0,1,0,3.6,22857.12
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.1,4,0,2048,0,0,0,0,1,0,1,0,0,2.5,33110.856
Lenovo,Notebook,No OS,1366,768,1049088,0,0,15.6,1.9,4,0,500,0,0,0,0,1,0,1,0,0,2.0,23976.0
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.18,8,256,0,0,0,0,0,1,0,1,0,0,2.5,42357.6
Acer,2 in 1 Convertible,Windows 10,1920,1080,2073600,1,1,13.3,1.6,8,256,0,0,0,0,0,1,0,1,0,0,1.6,53226.72
Lenovo,Workstation,Windows 7,1920,1080,2073600,0,0,15.6,2.18,16,512,0,0,0,1,0,0,0,1,0,0,2.5,98834.4
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,14.0,1.8,8,256,0,0,0,0,0,1,0,1,0,0,2.3,63456.48
HP,Notebook,Windows 10,1920,1080,2073600,1,0,17.3,2.71,6,0,2048,0,0,0,1,0,0,0,1,0,2.5,34898.9328
Lenovo,Gaming,Windows 10,1920,1080,2073600,1,0,15.6,2.5,8,128,1024,0,0,1,0,0,0,1,0,0,2.8,66546.72
Dell,Notebook,Linux,1920,1080,2073600,0,0,14.0,1.64,8,256,0,0,0,1,0,0,0,1,0,0,2.8,58021.92
Dell,Notebook,Linux,1920,1080,2073600,0,0,15.6,1.98,8,0,1024,0,0,0,0,1,0,1,0,0,2.5,38681.28
Asus,Notebook,Windows 10,1920,1080,2073600,0,0,14.0,1.5,4,0,0,0,32,0,0,1,0,1,0,0,1.1,15877.44
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,1.93,16,512,0,0,0,0,0,1,0,1,0,0,2.6,76012.4448
Lenovo,Notebook,Windows 10,1920,1080,2073600,1,0,14.0,1.87,8,256,0,0,0,1,0,0,0,1,0,0,2.5,45664.6896
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,1.9,8,256,0,0,0,0,0,1,0,1,0,0,2.6,62817.12
Lenovo,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.19,4,0,500,0,0,0,1,0,0,0,1,0,2.0,15877.44
Mediacom,Notebook,Windows 10,1920,1200,2304000,1,0,14.0,1.4,4,0,32,0,0,0,0,1,0,1,0,0,1.92,14119.2
HP,Notebook,Windows 10,1920,1080,2073600,0,0,17.3,2.63,8,256,0,0,0,1,0,0,0,1,0,0,2.7,63936.0
Lenovo,Ultrabook,Windows 10,2560,1440,3686400,1,0,14.0,1.17,8,512,0,0,0,0,0,1,0,1,0,0,2.5,89864.1792
HP,2 in 1 Convertible,Windows 10,1366,768,1049088,1,1,13.3,1.58,8,256,0,0,0,0,0,1,0,1,0,0,2.5,44574.048
Lenovo,Ultrabook,Windows 10,1920,1080,2073600,1,0,14.0,1.32,8,256,0,0,0,0,0,1,0,1,0,0,2.5,79866.72
Dell,Gaming,Windows 10,3840,2160,8294400,0,0,17.3,4.36,32,1024,1024,0,0,1,0,0,0,1,0,0,2.8,194972.832
MSI,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,2.7,8,128,1024,0,0,1,0,0,0,1,0,0,2.8,71847.0144
Lenovo,Notebook,No OS,1366,768,1049088,0,0,15.6,1.9,4,0,1024,0,0,0,0,1,0,1,0,0,2.5,26101.872
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.2,8,128,1024,0,0,0,1,0,0,1,0,0,1.6,38308.32
Dell,2 in 1 Convertible,Windows 10,1920,1080,2073600,0,1,13.3,1.71,4,0,1024,0,0,0,0,1,0,1,0,0,2.4,34578.72
Dell,Notebook,Linux,1366,768,1049088,0,0,15.6,2.32,8,0,1024,0,0,0,1,0,0,1,0,0,2.5,31409.6256
HP,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.1,4,0,1024,0,0,0,1,0,0,0,1,0,3.0,26053.92
Acer,Gaming,Windows 10,1920,1080,2073600,1,0,17.3,4.2,16,128,1024,0,0,1,0,0,0,1,0,0,2.6,103096.8
Dell,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.25,12,0,1024,0,0,0,0,1,0,1,0,0,2.5,34578.72
HP,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.1,6,128,1024,0,0,0,1,0,0,0,1,0,3.0,34632.0
Acer,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.4,4,0,500,0,0,0,0,1,0,1,0,0,2.5,29783.52
Lenovo,Notebook,Windows 10,1920,1080,2073600,1,0,13.3,1.44,8,256,0,0,0,0,0,1,0,1,0,0,2.5,51148.8
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,1.85,4,0,1024,0,0,0,0,1,0,1,0,0,2.7,41505.12
HP,Workstation,Windows 10,1920,1080,2073600,0,0,15.6,2.6,16,256,0,0,0,1,0,0,0,1,0,0,2.8,128884.32
Dell,2 in 1 Convertible,Windows 10,1920,1080,2073600,0,1,13.3,1.55,8,0,1024,0,0,0,0,1,0,1,0,0,1.6,35111.52
MSI,Gaming,Windows 10,1920,1080,2073600,0,0,15.6,1.8,16,256,1024,0,0,1,0,0,0,1,0,0,2.8,111593.8944
Acer,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.4,4,0,500,0,0,0,0,1,0,1,0,0,2.0,21887.424
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.0,8,128,1024,0,0,1,0,0,0,1,0,0,2.7,64308.96
Dell,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.0,8,256,0,0,0,0,0,1,0,1,0,0,2.0,35431.2
Toshiba,Notebook,Windows 10,1920,1080,2073600,1,1,14.0,1.25,8,256,0,0,0,0,0,1,0,1,0,0,2.5,81784.8
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,2073600,0,1,14.0,1.7,8,256,0,0,0,0,0,1,0,1,0,0,2.5,53226.72
Lenovo,Workstation,Windows 10,3840,2160,8294400,1,0,15.6,2.5,16,1024,0,0,0,1,0,0,0,1,0,0,2.8,175770.72
Acer,Notebook,Chrome OS,1366,768,1049088,0,0,14.0,1.68,2,0,0,0,32,0,0,1,0,1,0,0,1.6,17582.4
Samsung,Ultrabook,Windows 10,1920,1080,2073600,0,0,13.3,0.81,16,256,0,0,0,0,0,1,0,1,0,0,2.7,87858.72
HP,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,1.86,8,256,0,0,0,0,0,1,0,1,0,0,2.0,28717.92
Dell,Notebook,Windows 10,1366,768,1049088,0,0,14.0,1.6,8,256,0,0,0,0,0,1,0,1,0,0,2.5,60031.1088
HP,Workstation,Windows 7,1920,1080,2073600,1,0,17.3,3.0,16,256,0,0,0,1,0,0,0,1,0,0,2.9,233845.92
Lenovo,Netbook,Windows 10,1366,768,1049088,0,1,11.6,1.4,4,128,0,0,0,0,0,1,0,1,0,0,1.6,25308.0
HP,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,1.84,8,256,0,0,0,0,0,1,0,1,0,0,2.4,101232.0
Asus,Notebook,No OS,1366,768,1049088,0,0,15.6,2.45,4,0,1024,0,0,1,0,0,0,1,0,0,2.3,30849.12
Lenovo,Ultrabook,Windows 10,1920,1080,2073600,0,0,14.0,1.7,4,180,0,0,0,0,0,1,0,1,0,0,2.3,58394.88
Asus,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.37,4,256,0,0,0,0,0,1,0,1,0,0,2.7,45282.672
Lenovo,2 in 1 Convertible,Windows 10,3200,1800,5760000,1,1,13.3,1.3,8,256,0,0,0,0,0,1,0,1,0,0,1.8,63882.72
HP,Notebook,Windows 10,1920,1080,2073600,1,0,15.6,2.2,8,128,1024,0,0,1,0,0,0,1,0,0,2.5,58554.72
HP,Workstation,Windows 7,1920,1080,2073600,0,0,15.6,2.59,8,256,0,0,0,1,0,0,0,1,0,0,2.6,83170.08
Dell,Gaming,Windows 10,3840,2160,8294400,1,0,15.6,4.42,16,256,1024,0,0,1,0,0,0,1,0,0,2.8,152859.7872
Acer,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.1,4,256,0,0,0,0,0,1,0,1,0,0,2.5,31914.72
Lenovo,Gaming,Windows 10,1920,1080,2073600,1,0,15.6,2.5,8,128,1024,0,0,1,0,0,0,1,0,0,2.8,55837.44
Dell,Ultrabook,Windows 10,1920,1080,2073600,0,0,12.5,1.18,16,256,0,0,0,0,0,1,0,1,0,0,2.8,99047.52
Google,Ultrabook,Chrome OS,2400,1600,3840000,0,1,12.3,1.1,8,256,0,0,0,0,0,1,0,1,0,0,1.2,83063.52
Asus,Ultrabook,Windows 10,3200,1800,5760000,1,0,13.3,1.2,8,256,0,0,0,0,0,1,0,1,0,0,2.5,60153.12
Dell,Notebook,Windows 10,1366,768,1049088,0,0,13.3,1.65,4,0,500,0,0,0,0,1,0,1,0,0,2.0,45234.72
Acer,Notebook,Windows 10,1366,768,1049088,0,0,13.3,1.6,4,128,0,0,0,0,0,1,0,1,0,0,2.3,34898.4
Asus,Notebook,Windows 10,1366,768,1049088,0,0,17.3,2.8,4,0,1024,0,0,1,0,0,0,1,0,0,1.1,25059.7152
Dell,Gaming,Windows 10,3840,2160,8294400,1,1,15.6,2.72,16,128,1024,0,0,1,0,0,0,1,0,0,2.6,58554.72
Samsung,Ultrabook,Windows 10,1920,1080,2073600,0,1,13.3,1.31,8,256,0,0,0,0,0,1,0,1,0,0,2.7,85194.72
Acer,Notebook,Linux,1366,768,1049088,0,0,15.6,2.1,4,0,1024,0,0,0,0,1,0,1,0,0,1.1,15877.44
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.3,16,256,0,0,0,0,1,0,0,1,0,0,2.7,62938.0656
Samsung,2 in 1 Convertible,Windows 10,1920,1080,2073600,0,1,15.0,1.71,16,256,0,0,0,0,1,0,0,1,0,0,2.7,95850.72
Toshiba,Notebook,Windows 10,1366,768,1049088,1,0,14.0,1.75,4,128,0,0,0,0,0,1,0,1,0,0,2.3,54345.6
